339	117
335	118
328	118
323	118
318	119
312	121
303	125
296	127
290	131
286	135
279	140
274	144
269	150
264	156
261	162
257	170
253	177
253	184
250	192
249	200
249	211
249	217
251	225
254	236
258	245
261	252
268	261
272	268
276	273
281	277
287	280
293	284
298	287
306	291
314	294
320	295
328	296
335	297
341	297
348	297
355	295
363	293
370	291
376	288
383	285
389	282
393	279
397	275
404	269
409	262
416	253
420	245
422	240
424	235
426	227
428	213
429	205
428	195
426	183
424	177
421	170
417	162
413	156
407	149
403	144
396	138
389	132
383	129
378	126
371	123
360	120
354	119
346	118
339	118
