335	119
335	127
334	133
332	143
331	154
326	167
322	174
317	180
311	188
300	197
296	200
283	205
272	208
265	208
260	208
255	208
251	208
251	209
255	210
261	210
264	210
271	210
278	210
284	211
288	212
295	213
300	215
308	221
312	225
315	229
319	233
323	242
326	248
327	257
328	262
329	276
330	282
330	289
330	294
330	296
330	295
330	290
333	277
334	272
337	267
340	260
343	253
346	247
350	241
360	232
364	227
374	221
382	219
392	217
401	215
411	215
419	214
424	214
427	214
428	213
424	211
414	210
406	209
398	209
389	206
383	203
375	198
368	193
363	186
360	181
354	173
349	163
346	155
342	143
340	137
339	129
337	124
336	119
335	120
