281	284
291	270
292	260
292	248
294	234
294	213
290	202
282	188
273	180
250	167
235	160
221	154
203	149
173	149
151	157
137	160
124	169
113	184
108	192
103	206
98	220
93	235
91	248
92	268
92	283
98	307
105	324
116	337
124	353
134	364
143	374
159	387
165	393
175	402
182	406
191	413
202	418
212	418
227	407
225	396
235	393
240	392
259	407
278	424
291	438
303	449
313	461
325	472
336	480
347	486
354	488
358	487
356	473
346	462
340	452
335	437
330	425
328	411
327	400
324	384
321	375
308	372
291	374
272	371
260	364
253	361
245	357
237	353
225	348
218	344
215	342
235	342
247	342
260	345
279	345
284	344
288	344
292	338
291	326
287	315
281	284
