215	418
220	415
223	403
225	395
232	394
239	392
244	400
249	411
254	423
258	435
261	447
264	458
266	469
268	482
268	495
270	501
274	508
286	516
294	522
303	524
307	525
317	525
323	523
332	525
342	527
355	529
374	531
397	537
410	537
427	537
438	540
470	537
493	534
505	532
520	522
528	517
534	510
536	502
532	490
526	484
520	475
515	467
514	456
514	447
517	439
518	434
520	419
520	414
521	404
515	394
511	384
511	374
506	364
505	356
505	347
510	340
512	337
519	334
526	331
529	326
529	323
533	309
530	298
522	282
515	269
510	256
507	248
503	238
501	223
507	203
505	196
497	180
488	165
481	151
476	134
471	122
461	104
452	95
436	80
425	73
409	66
388	57
360	51
336	48
318	48
291	47
266	50
242	56
220	63
205	69
184	80
168	92
148	105
131	121
117	137
104	155
96	178
90	207
91	223
89	240
92	268
95	286
99	310
111	331
124	347
132	362
148	376
166	394
183	407
200	417
218	420
