315	582
314	565
313	550
312	532
312	518
313	510
303	506
296	500
291	478
290	466
287	460
274	456
261	452
250	446
242	436
238	428
237	417
235	405
230	389
227	375
226	356
227	337
231	330
235	348
240	360
244	376
249	389
255	403
267	422
274	430
285	441
294	446
304	450
311	445
307	435
298	422
293	408
289	393
287	384
283	371
283	358
281	346
294	319
297	335
298	361
298	366
303	380
305	397
309	408
316	428
320	436
327	443
331	443
336	428
338	414
338	400
337	384
336	369
336	352
338	339
339	326
343	324
347	337
352	364
353	381
354	402
350	420
349	435
348	447
357	425
365	411
375	396
378	383
384	368
389	356
392	347
397	336
398	358
395	382
393	397
390	409
385	421
377	437
370	446
361	454
371	451
380	449
400	443
417	437
427	430
435	417
451	400
460	385
466	380
466	394
461	409
452	426
438	441
426	454
402	468
381	479
365	486
358	503
358	527
360	546
361	570
361	582
343	583
341	560
336	539
335	528
331	545
329	558
329	578
328	582
315	583
