344	409
340	428
340	440
336	453
335	461
332	473
334	488
333	497
333	509
333	519
334	527
344	530
356	532
363	533
363	522
362	512
360	503
360	494
361	483
363	474
365	465
368	458
379	461
389	462
398	462
408	464
420	462
424	462
425	476
423	485
428	497
432	511
437	527
439	538
441	548
438	560
436	562
450	567
463	571
472	575
480	576
487	569
488	564
476	553
472	543
468	530
462	515
460	499
459	486
457	469
460	456
462	445
457	427
452	412
448	401
446	388
450	387
454	386
459	391
463	371
463	356
462	339
454	319
450	299
446	286
446	271
446	259
446	245
441	230
435	219
428	215
418	220
408	216
410	207
422	204
435	200
441	194
436	186
428	181
418	175
402	166
389	163
378	170
372	180
370	191
370	202
371	206
366	208
371	214
358	217
351	219
345	219
344	229
336	235
329	243
329	265
327	280
325	294
320	301
326	314
334	340
338	354
348	384
