302	197
304	188
310	183
317	180
330	179
334	181
336	187
338	197
340	209
340	224
340	226
349	224
349	212
351	207
353	197
356	189
361	187
369	185
375	185
383	188
387	192
388	199
389	209
390	216
390	221
391	224
401	223
401	211
400	205
400	199
405	194
410	191
419	187
428	186
436	192
438	198
439	207
440	215
440	221
440	225
451	227
451	214
452	207
453	201
455	191
460	188
465	186
473	186
485	191
487	195
486	206
485	219
485	224
485	224
491	224
494	214
494	204
496	195
499	189
503	187
509	186
517	186
518	186
