1	61
331	61
664	60
663	95
650	99
640	105
636	116
631	130
630	141
626	158
623	176
623	193
622	207
622	210
598	208
596	176
596	151
592	126
589	112
578	100
558	93
527	92
517	106
513	118
513	129
509	149
509	163
509	184
511	208
482	208
482	182
482	161
478	131
471	106
454	97
435	96
416	96
395	106
391	113
386	129
381	146
379	161
376	177
373	190
373	208
339	207
338	189
337	175
337	160
335	146
334	133
330	123
321	105
316	101
300	94
287	91
268	91
256	93
247	100
241	106
238	117
236	129
234	143
232	162
231	181
233	206
189	206
189	166
188	151
187	132
182	118
175	110
168	102
160	98
144	95
133	94
115	94
98	100
94	105
90	115
87	126
85	148
84	160
82	177
79	206
56	205
56	175
56	157
56	139
53	122
48	107
38	95
28	86
12	84
2	84
1	61
