365	524
361	506
360	490
365	470
373	459
393	455
413	455
426	461
429	469
423	477
422	483
425	492
429	501
434	512
437	526
438	547
438	560
447	563
462	567
475	570
486	567
478	553
471	541
467	528
463	502
463	477
461	462
462	447
460	436
452	418
448	405
447	398
444	393
444	390
453	392
459	393
463	383
463	372
464	357
465	344
464	321
455	305
448	292
445	278
443	258
443	246
442	229
434	221
428	218
418	219
410	217
409	207
425	204
439	200
447	192
433	185
418	173
405	166
397	162
391	159
386	161
382	163
374	178
369	186
369	196
368	205
364	209
369	212
362	216
350	219
341	219
340	229
329	241
323	253
323	267
325	285
325	294
322	300
322	302
329	320
332	335
336	352
341	366
346	380
347	390
347	405
343	421
339	431
338	452
336	464
332	483
330	498
330	519
330	525
334	527
350	530
364	531
367	530
366	518
