343	583
343	567
340	552
338	540
335	525
332	513
352	506
358	504
362	496
367	487
371	485
378	482
400	469
413	459
424	450
433	442
449	426
456	415
461	404
466	390
466	378
461	387
451	401
441	413
436	418
424	433
413	439
400	443
384	450
367	452
358	454
376	436
384	420
390	406
392	398
394	388
395	377
396	366
397	359
398	347
398	333
390	352
386	366
382	380
375	399
370	408
362	418
346	444
349	418
352	407
353	397
354	380
354	368
351	355
347	339
342	323
339	323
337	340
337	354
336	365
336	379
337	395
337	413
337	428
335	437
332	441
329	443
319	434
312	419
310	406
306	396
300	382
297	357
297	345
297	337
297	328
297	313
286	336
281	350
285	373
287	390
291	404
294	417
300	429
307	438
311	446
301	450
288	442
275	432
268	423
259	407
252	396
247	380
240	365
235	351
231	333
228	363
230	380
234	397
238	412
239	428
258	451
267	454
279	457
289	462
291	478
295	490
297	500
306	507
313	513
312	544
313	561
316	579
313	580
