295	412
295	419
291	429
289	435
285	439
276	448
275	451
278	454
283	455
294	458
301	458
308	455
311	443
311	428
312	418
315	405
315	393
322	390
331	381
334	381
336	390
337	404
337	412
340	430
340	439
341	450
341	454
354	456
367	458
375	457
379	451
373	442
363	436
360	427
357	416
355	403
352	391
351	376
350	366
350	365
361	358
364	355
365	348
368	344
371	336
374	325
375	319
373	304
369	290
366	283
358	268
357	263
352	257
355	246
353	233
385	232
400	232
416	232
426	232
428	228
424	224
413	221
398	220
367	213
354	212
350	199
350	191
350	183
353	178
357	172
361	167
366	165
367	162
352	153
347	151
337	152
329	162
320	178
314	191
313	193
307	209
302	215
293	216
283	218
264	220
248	220
235	223
239	228
250	231
267	232
284	234
298	235
294	248
295	255
299	258
306	262
289	260
277	265
271	268
265	269
253	273
236	276
222	288
213	293
200	296
187	299
167	305
162	307
145	308
138	313
123	324
112	331
105	336
103	347
110	362
121	369
123	380
130	382
140	387
142	394
148	407
154	413
160	418
160	429
164	434
173	439
188	440
203	439
219	434
229	432
243	431
261	427
271	420
282	415
295	411
302	406
313	398
323	390
337	381
344	373
355	364
